#      x          Cp  
     1.00000    0.14985
     0.99169    0.13643
     0.98040    0.11701
     0.96730    0.09469
     0.95276    0.07031
     0.93725    0.04499
     0.92118    0.01970
     0.90482   -0.00512
     0.88831   -0.02917
     0.87173   -0.05248
     0.85510   -0.07491
     0.83845   -0.09672
     0.82178   -0.11787
     0.80511   -0.13860
     0.78843   -0.15875
     0.77174   -0.17871
     0.75505   -0.19834
     0.73836   -0.21779
     0.72167   -0.23718
     0.70498   -0.25658
     0.68829   -0.27588
     0.67160   -0.29537
     0.65492   -0.31482
     0.63825   -0.33473
     0.62158   -0.35460
     0.60492   -0.37498
     0.58827   -0.39552
     0.57163   -0.41649
     0.55501   -0.43789
     0.53840   -0.45966
     0.52180   -0.48218
     0.50523   -0.50503
     0.48867   -0.52857
     0.47213   -0.55277
     0.45562   -0.57761
     0.43914   -0.60342
     0.42268   -0.62984
     0.40625   -0.65729
     0.38986   -0.68558
     0.37351   -0.71521
     0.35720   -0.74563
     0.34093   -0.77763
     0.32471   -0.81073
     0.30855   -0.84553
     0.29246   -0.88189
     0.27642   -0.92009
     0.26047   -0.96034
     0.24460   -1.00292
     0.22884   -1.04812
     0.21318   -1.09634
     0.19767   -1.14788
     0.18231   -1.20333
     0.16714   -1.26328
     0.15222   -1.32831
     0.13759   -1.39977
     0.12335   -1.47753
     0.10962   -1.56309
     0.09654   -1.65611
     0.08428   -1.75680
     0.07303   -1.86256
     0.06290   -1.97025
     0.05394   -2.07754
     0.04612   -2.21187
     0.03934   -2.63144
     0.03347   -2.84449
     0.02838   -2.92169
     0.02395   -3.00948
     0.02009   -3.11723
     0.01669   -3.24712
     0.01371   -3.39770
     0.01109   -3.55655
     0.00879   -3.70978
     0.00678   -3.83994
     0.00504   -3.93071
     0.00357   -3.96118
     0.00236   -3.90496
     0.00140   -3.73147
     0.00070   -3.42991
     0.00024   -3.01097
     0.00003   -2.51261
     0.00003   -1.98571
     0.00024   -1.43711
     0.00070   -0.88772
     0.00140   -0.38760
     0.00236    0.03513
     0.00357    0.36886
     0.00504    0.61453
     0.00678    0.78611
     0.00879    0.89747
     0.01109    0.96320
     0.01371    0.99402
     0.01669    0.99931
     0.02009    0.98556
     0.02395    0.95789
     0.02838    0.91961
     0.03347    0.87383
     0.03934    0.82217
     0.04612    0.76679
     0.05394    0.70896
     0.06290    0.65050
     0.07303    0.59299
     0.08428    0.53791
     0.09654    0.48652
     0.10962    0.43947
     0.12335    0.39712
     0.13759    0.35924
     0.15222    0.32570
     0.16714    0.29586
     0.18231    0.26943
     0.19767    0.24599
     0.21318    0.22519
     0.22884    0.20674
     0.24460    0.19032
     0.26047    0.17571
     0.27642    0.16268
     0.29246    0.15109
     0.30855    0.14077
     0.32471    0.13163
     0.34093    0.12342
     0.35720    0.11624
     0.37351    0.10971
     0.38986    0.10410
     0.40625    0.09901
     0.42268    0.09458
     0.43914    0.09060
     0.45562    0.08725
     0.47213    0.08422
     0.48867    0.08165
     0.50523    0.07943
     0.52180    0.07749
     0.53840    0.07601
     0.55501    0.07467
     0.57163    0.07366
     0.58827    0.07288
     0.60492    0.07230
     0.62158    0.07209
     0.63825    0.07193
     0.65492    0.07221
     0.67160    0.07249
     0.68829    0.07316
     0.70498    0.07397
     0.72167    0.07516
     0.73836    0.07659
     0.75505    0.07832
     0.77174    0.08040
     0.78843    0.08297
     0.80511    0.08590
     0.82178    0.08953
     0.83845    0.09375
     0.85510    0.09881
     0.87173    0.10472
     0.88831    0.11171
     0.90482    0.11952
     0.92118    0.12768
     0.93725    0.13505
     0.95276    0.14059
     0.96730    0.14455
     0.98040    0.14723
     0.99169    0.14881
     1.00000    0.14985
