#      x          Cp  
     1.00000   -4.05963
     0.99190   -4.07426
     0.97932   -4.07567
     0.96581   -4.07483
     0.95218   -4.07800
     0.93854   -4.07975
     0.92490   -4.07889
     0.91125   -4.07582
     0.89761   -4.07167
     0.88396   -4.06722
     0.87031   -4.06270
     0.85666   -4.05823
     0.84301   -4.05387
     0.82935   -4.04975
     0.81570   -4.04583
     0.80205   -4.04226
     0.78839   -4.03894
     0.77474   -4.03590
     0.76108   -4.03298
     0.74742   -4.03011
     0.73377   -4.02724
     0.72011   -4.02463
     0.70645   -4.02146
     0.69279   -4.02207
     0.67913   -3.96616
     0.66547   -4.05489
     0.65182   -4.05523
     0.63816   -4.05540
     0.62450   -4.05543
     0.61084   -4.05540
     0.59719   -4.05536
     0.58353   -4.05533
     0.56987   -4.05535
     0.55622   -4.05546
     0.54257   -4.05569
     0.52891   -4.05604
     0.51526   -4.05654
     0.50161   -4.05721
     0.48796   -4.05806
     0.47431   -4.05913
     0.46066   -4.06042
     0.44702   -4.06197
     0.43338   -4.06379
     0.41974   -4.06591
     0.40610   -4.06833
     0.39246   -4.07104
     0.37883   -4.07406
     0.36520   -4.07737
     0.35158   -4.08107
     0.33795   -4.08516
     0.32433   -4.08987
     0.31072   -4.09504
     0.29711   -4.10104
     0.28351   -4.10750
     0.26992   -4.11485
     0.25633   -4.12301
     0.24275   -4.13154
     0.22918   -4.14151
     0.21562   -4.15250
     0.20207   -4.16482
     0.18854   -4.17865
     0.17502   -4.19447
     0.16153   -4.21224
     0.14806   -4.23294
     0.13462   -4.25629
     0.12122   -4.28439
     0.10786   -4.31668
     0.09457   -4.35719
     0.08136   -4.40493
     0.06827   -4.46792
     0.05536   -4.54635
     0.04275   -4.65855
     0.03073   -4.81467
     0.02011   -5.06557
     0.01219   -5.45107
     0.00715   -6.28132
     0.00399   -6.88344
     0.00194   -6.93307
     0.00067   -6.89079
     0.00007   -6.95504
     0.00007   -7.65024
     0.00067   -4.91241
     0.00194   -2.11142
     0.00399   -0.43333
     0.00715    0.44414
     0.01219    0.85238
     0.02011    0.99595
     0.03073    0.97100
     0.04275    0.89766
     0.05536    0.81486
     0.06827    0.74040
     0.08136    0.67023
     0.09457    0.60828
     0.10786    0.55148
     0.12122    0.49995
     0.13462    0.45229
     0.14806    0.40830
     0.16153    0.36674
     0.17502    0.32885
     0.18854    0.29285
     0.20207    0.25871
     0.21562    0.22629
     0.22918    0.19497
     0.24275    0.16517
     0.25633    0.13656
     0.26992    0.10820
     0.28351    0.08145
     0.29711    0.05565
     0.31072    0.02955
     0.32433    0.00502
     0.33795   -0.01919
     0.35158   -0.04415
     0.36520   -0.06662
     0.37883   -0.08982
     0.39246   -0.11355
     0.40610   -0.13476
     0.41974   -0.15725
     0.43338   -0.17918
     0.44702   -0.20226
     0.46066   -0.22348
     0.47431   -0.24465
     0.48796   -0.26583
     0.50161   -0.28772
     0.51526   -0.30985
     0.52891   -0.33330
     0.54257   -0.35288
     0.55622   -0.37533
     0.56987   -0.39733
     0.58353   -0.41880
     0.59719   -0.44156
     0.61084   -0.46407
     0.62450   -0.48656
     0.63816   -0.51048
     0.65182   -0.53708
     0.66547   -0.56399
     0.67913   -0.58476
     0.69279   -0.60691
     0.70645   -0.63901
     0.72011   -0.65909
     0.73377   -0.66866
     0.74742   -0.72757
     0.76108   -0.76567
     0.77474   -0.77475
     0.78839   -0.80095
     0.80205   -0.83294
     0.81570   -0.86788
     0.82935   -0.90681
     0.84301   -0.94866
     0.85666   -1.00588
     0.87031   -1.04891
     0.88396   -1.11246
     0.89761   -1.18656
     0.91125   -1.25361
     0.92490   -1.33449
     0.93854   -1.42822
     0.95218   -1.54027
     0.96581   -1.68237
     0.97932   -1.88452
     0.99190   -2.13510
     1.00000   -2.74678
