#      x          Cp  
     1.00003    0.41354
     0.99183    0.23177
     0.98065    0.17738
     0.96762    0.13088
     0.95309    0.09448
     0.93754    0.06343
     0.92142    0.03627
     0.90498    0.01245
     0.88839   -0.00886
     0.87172   -0.02898
     0.85501   -0.04690
     0.83827   -0.06430
     0.82151   -0.08064
     0.80475   -0.09638
     0.78798   -0.11142
     0.77121   -0.12614
     0.75443   -0.14060
     0.73765   -0.15465
     0.72086   -0.16857
     0.70408   -0.18230
     0.68729   -0.19629
     0.67052   -0.21000
     0.65374   -0.22359
     0.63697   -0.23766
     0.62021   -0.25132
     0.60346   -0.26559
     0.58671   -0.27965
     0.56998   -0.29412
     0.55326   -0.30864
     0.53655   -0.32367
     0.51986   -0.33872
     0.50319   -0.35390
     0.48654   -0.36995
     0.46991   -0.38571
     0.45330   -0.40233
     0.43673   -0.41909
     0.42018   -0.43611
     0.40366   -0.45406
     0.38718   -0.47218
     0.37073   -0.49079
     0.35433   -0.51006
     0.33797   -0.53020
     0.32167   -0.55088
     0.30543   -0.57209
     0.28925   -0.59494
     0.27315   -0.61810
     0.25713   -0.64317
     0.24122   -0.66986
     0.22545   -0.69886
     0.20985   -0.73014
     0.19451   -0.76931
     0.17954   -0.81602
     0.16501   -0.86235
     0.15095   -0.90617
     0.13735   -0.94521
     0.12425   -0.97864
     0.11167   -1.00284
     0.09967   -1.01930
     0.08830   -1.02426
     0.07763   -1.01938
     0.06775   -1.00332
     0.05873   -0.97689
     0.05059   -0.94035
     0.04335   -0.89647
     0.03697   -0.84448
     0.03138   -0.78708
     0.02650   -0.72445
     0.02225   -0.65618
     0.01854   -0.58312
     0.01530   -0.50594
     0.01247   -0.42288
     0.01000   -0.33292
     0.00785   -0.23570
     0.00598   -0.13114
     0.00436   -0.01711
     0.00299    0.10687
     0.00184    0.23981
     0.00092    0.38045
     0.00021    0.52568
    -0.00029    0.66785
    -0.00057    0.79612
    -0.00065    0.90134
    -0.00052    0.97277
    -0.00016    0.99995
     0.00045    0.97656
     0.00133    0.90551
     0.00248    0.79998
     0.00390    0.67953
     0.00559    0.56037
     0.00756    0.45316
     0.00979    0.36373
     0.01232    0.29051
     0.01516    0.23366
     0.01837    0.19030
     0.02199    0.15750
     0.02611    0.13435
     0.03084    0.11769
     0.03632    0.10641
     0.04274    0.09989
     0.05032    0.09513
     0.05933    0.09180
     0.06998    0.08734
     0.08235    0.08090
     0.09626    0.06976
     0.11131    0.05450
     0.12704    0.03464
     0.14308    0.01169
     0.15916   -0.01273
     0.17517   -0.03755
     0.19105   -0.06075
     0.20684   -0.07748
     0.22265   -0.08841
     0.23851   -0.09652
     0.25447   -0.10222
     0.27050   -0.10679
     0.28661   -0.10942
     0.30279   -0.11127
     0.31904   -0.11208
     0.33536   -0.11193
     0.35173   -0.11127
     0.36815   -0.10993
     0.38461   -0.10802
     0.40112   -0.10583
     0.41767   -0.10321
     0.43425   -0.10008
     0.45087   -0.09692
     0.46751   -0.09340
     0.48418   -0.08950
     0.50088   -0.08546
     0.51760   -0.08153
     0.53434   -0.07697
     0.55110   -0.07258
     0.56788   -0.06795
     0.58467   -0.06337
     0.60147   -0.05825
     0.61829   -0.05340
     0.63511   -0.04815
     0.65195   -0.04302
     0.66879   -0.03733
     0.68564   -0.03184
     0.70249   -0.02604
     0.71935   -0.01991
     0.73621   -0.01380
     0.75307   -0.00705
     0.76993   -0.00024
     0.78678    0.00701
     0.80364    0.01491
     0.82048    0.02313
     0.83732    0.03212
     0.85414    0.04210
     0.87094    0.05284
     0.88771    0.06504
     0.90439    0.07885
     0.92091    0.09466
     0.93713    0.11353
     0.95277    0.13610
     0.96738    0.16406
     0.98048    0.20136
     0.99173    0.24733
     0.99997    0.41354
