#      x          Cp  
     1.00000    0.26632
     0.99045    0.23786
     0.97811    0.19972
     0.96429    0.16384
     0.94906    0.13000
     0.93262    0.09915
     0.91520    0.07088
     0.89707    0.04517
     0.87844    0.02164
     0.85949    0.00011
     0.84032   -0.01986
     0.82101   -0.03850
     0.80161   -0.05606
     0.78216   -0.07260
     0.76267   -0.08820
     0.74317   -0.10310
     0.72365   -0.11722
     0.70414   -0.13054
     0.68463   -0.14290
     0.66514   -0.15422
     0.64567   -0.16502
     0.62621   -0.17901
     0.60679   -0.20947
     0.58741   -0.26528
     0.56806   -0.27081
     0.54875   -0.28020
     0.52950   -0.29102
     0.51031   -0.30278
     0.49117   -0.31533
     0.47211   -0.32851
     0.45313   -0.34226
     0.43423   -0.35643
     0.41543   -0.37084
     0.39673   -0.38555
     0.37815   -0.40030
     0.35969   -0.41504
     0.34137   -0.42979
     0.32321   -0.44430
     0.30523   -0.45851
     0.28744   -0.47227
     0.26988   -0.48576
     0.25258   -0.49834
     0.23558   -0.51024
     0.21893   -0.52096
     0.20269   -0.53071
     0.18694   -0.53895
     0.17174   -0.54557
     0.15719   -0.55037
     0.14337   -0.55322
     0.13036   -0.55361
     0.11821   -0.55170
     0.10695   -0.54715
     0.09658   -0.54021
     0.08709   -0.53023
     0.07844   -0.51771
     0.07056   -0.50267
     0.06338   -0.48407
     0.05686   -0.46268
     0.05091   -0.43850
     0.04548   -0.41063
     0.04052   -0.37853
     0.03598   -0.34233
     0.03181   -0.30208
     0.02799   -0.25640
     0.02448   -0.20498
     0.02125   -0.14819
     0.01830   -0.08414
     0.01559   -0.01234
     0.01311    0.06692
     0.01087    0.15364
     0.00884    0.24806
     0.00702    0.34970
     0.00542    0.45617
     0.00403    0.56441
     0.00285    0.67070
     0.00188    0.77017
     0.00111    0.85710
     0.00056    0.92624
     0.00019    0.97360
     0.00002    0.99711
     0.00002    0.99710
     0.00019    0.97360
     0.00056    0.92624
     0.00111    0.85710
     0.00188    0.77017
     0.00285    0.67070
     0.00403    0.56441
     0.00542    0.45616
     0.00702    0.34970
     0.00884    0.24805
     0.01087    0.15364
     0.01311    0.06692
     0.01559   -0.01234
     0.01830   -0.08414
     0.02125   -0.14820
     0.02448   -0.20498
     0.02799   -0.25640
     0.03181   -0.30208
     0.03598   -0.34233
     0.04052   -0.37853
     0.04548   -0.41063
     0.05091   -0.43850
     0.05686   -0.46268
     0.06338   -0.48407
     0.07056   -0.50268
     0.07844   -0.51771
     0.08709   -0.53023
     0.09658   -0.54021
     0.10695   -0.54716
     0.11821   -0.55170
     0.13036   -0.55362
     0.14337   -0.55322
     0.15719   -0.55037
     0.17174   -0.54557
     0.18694   -0.53896
     0.20269   -0.53071
     0.21893   -0.52096
     0.23558   -0.51024
     0.25258   -0.49834
     0.26988   -0.48576
     0.28744   -0.47227
     0.30523   -0.45851
     0.32321   -0.44430
     0.34137   -0.42979
     0.35969   -0.41504
     0.37815   -0.40030
     0.39673   -0.38555
     0.41543   -0.37084
     0.43423   -0.35643
     0.45313   -0.34226
     0.47211   -0.32851
     0.49117   -0.31533
     0.51031   -0.30278
     0.52950   -0.29102
     0.54875   -0.28020
     0.56806   -0.27081
     0.58741   -0.26530
     0.60679   -0.20947
     0.62621   -0.17901
     0.64567   -0.16502
     0.66514   -0.15422
     0.68463   -0.14290
     0.70414   -0.13054
     0.72365   -0.11722
     0.74317   -0.10310
     0.76267   -0.08820
     0.78216   -0.07260
     0.80161   -0.05606
     0.82101   -0.03850
     0.84032   -0.01986
     0.85949    0.00011
     0.87844    0.02164
     0.89707    0.04517
     0.91520    0.07088
     0.93262    0.09915
     0.94906    0.13000
     0.96429    0.16383
     0.97811    0.19971
     0.99045    0.23786
     1.00000    0.26632
