#      x          Cp  
     1.00003    0.21266
     0.99183    0.18996
     0.98065    0.15881
     0.96762    0.12853
     0.95309    0.10028
     0.93754    0.07467
     0.92142    0.05168
     0.90498    0.03119
     0.88839    0.01276
     0.87172   -0.00436
     0.85501   -0.01979
     0.83827   -0.03448
     0.82151   -0.04823
     0.80475   -0.06133
     0.78798   -0.07376
     0.77121   -0.08578
     0.75443   -0.09746
     0.73765   -0.10869
     0.72086   -0.11966
     0.70408   -0.13034
     0.68729   -0.14099
     0.67052   -0.15124
     0.65374   -0.16115
     0.63697   -0.17104
     0.62021   -0.18026
     0.60346   -0.18936
     0.58671   -0.19771
     0.56998   -0.20580
     0.55326   -0.21455
     0.53655   -0.22881
     0.51986   -0.25800
     0.50319   -0.29629
     0.48654   -0.30144
     0.46991   -0.30893
     0.45330   -0.31817
     0.43673   -0.32837
     0.42018   -0.33928
     0.40366   -0.35086
     0.38718   -0.36290
     0.37073   -0.37539
     0.35433   -0.38834
     0.33797   -0.40177
     0.32167   -0.41558
     0.30543   -0.42981
     0.28925   -0.44474
     0.27315   -0.46013
     0.25713   -0.47652
     0.24122   -0.49404
     0.22545   -0.51314
     0.20985   -0.53433
     0.19451   -0.55932
     0.17954   -0.58731
     0.16501   -0.61444
     0.15095   -0.63849
     0.13735   -0.65731
     0.12425   -0.66943
     0.11167   -0.67242
     0.09967   -0.66630
     0.08830   -0.64887
     0.07763   -0.62086
     0.06775   -0.58172
     0.05873   -0.53228
     0.05059   -0.47352
     0.04335   -0.40760
     0.03697   -0.33502
     0.03138   -0.25790
     0.02650   -0.17676
     0.02225   -0.09185
     0.01854   -0.00405
     0.01530    0.08619
     0.01247    0.17951
     0.01000    0.27599
     0.00785    0.37508
     0.00598    0.47614
     0.00436    0.57849
     0.00299    0.68046
     0.00184    0.77798
     0.00092    0.86685
     0.00021    0.93939
    -0.00029    0.98681
    -0.00057    0.99935
    -0.00065    0.96995
    -0.00052    0.89247
    -0.00016    0.76560
     0.00045    0.59466
     0.00133    0.39726
     0.00248    0.19836
     0.00390    0.02325
     0.00559   -0.11773
     0.00756   -0.22191
     0.00979   -0.29103
     0.01232   -0.33399
     0.01516   -0.35548
     0.01837   -0.36104
     0.02199   -0.35560
     0.02611   -0.34145
     0.03084   -0.32185
     0.03632   -0.29852
     0.04274   -0.27239
     0.05032   -0.24594
     0.05933   -0.22029
     0.06998   -0.19786
     0.08235   -0.18042
     0.09626   -0.17073
     0.11131   -0.16894
     0.12704   -0.17489
     0.14308   -0.18667
     0.15916   -0.20195
     0.17517   -0.21886
     0.19105   -0.23483
     0.20684   -0.24552
     0.22265   -0.25090
     0.23851   -0.25322
     0.25447   -0.25327
     0.27050   -0.25209
     0.28661   -0.24947
     0.30279   -0.24610
     0.31904   -0.24199
     0.33536   -0.23722
     0.35173   -0.23207
     0.36815   -0.22650
     0.38461   -0.22059
     0.40112   -0.21450
     0.41767   -0.20820
     0.43425   -0.20166
     0.45087   -0.19508
     0.46751   -0.18836
     0.48418   -0.18150
     0.50088   -0.17460
     0.51760   -0.16775
     0.53434   -0.16075
     0.55110   -0.15381
     0.56788   -0.14685
     0.58467   -0.13995
     0.60147   -0.13298
     0.61829   -0.12613
     0.63511   -0.11930
     0.65195   -0.11259
     0.66879   -0.10593
     0.68564   -0.09947
     0.70249   -0.09320
     0.71935   -0.08720
     0.73621   -0.08164
     0.75307   -0.07668
     0.76993   -0.07304
     0.78678   -0.06197
     0.80364   -0.03173
     0.82048   -0.00839
     0.83732    0.00551
     0.85414    0.01575
     0.87094    0.02567
     0.88771    0.03692
     0.90439    0.04991
     0.92091    0.06498
     0.93713    0.08279
     0.95277    0.10356
     0.96738    0.12797
     0.98048    0.15600
     0.99173    0.18857
     0.99997    0.21266
