#      x          Cp  
     1.00008    0.41657
     0.99192    0.21878
     0.98083    0.15593
     0.96798    0.10054
     0.95370    0.05593
     0.93846    0.01695
     0.92267   -0.01746
     0.90657   -0.04829
     0.89031   -0.07636
     0.87397   -0.10243
     0.85758   -0.12623
     0.84115   -0.14940
     0.82471   -0.17062
     0.80825   -0.19169
     0.79177   -0.21137
     0.77529   -0.23087
     0.75880   -0.24924
     0.74229   -0.26798
     0.72579   -0.28577
     0.70927   -0.30339
     0.69276   -0.32096
     0.67624   -0.33829
     0.65972   -0.35528
     0.64320   -0.37258
     0.62669   -0.38949
     0.61017   -0.40667
     0.59366   -0.42394
     0.57716   -0.44093
     0.56067   -0.45841
     0.54419   -0.47579
     0.52772   -0.49373
     0.51126   -0.51132
     0.49482   -0.52977
     0.47840   -0.54839
     0.46200   -0.56746
     0.44564   -0.58721
     0.42931   -0.60764
     0.41304   -0.62955
     0.39686   -0.65542
     0.38080   -0.67886
     0.36481   -0.69937
     0.34887   -0.71978
     0.33299   -0.73886
     0.31716   -0.75750
     0.30139   -0.77614
     0.28568   -0.79381
     0.27004   -0.81139
     0.25449   -0.82878
     0.23902   -0.84544
     0.22365   -0.86203
     0.20840   -0.87828
     0.19329   -0.89445
     0.17835   -0.91005
     0.16359   -0.92548
     0.14907   -0.94107
     0.13485   -0.95639
     0.12101   -0.97129
     0.10764   -0.98641
     0.09489   -1.00075
     0.08292   -1.01587
     0.07188   -1.02932
     0.06190   -1.04270
     0.05305   -1.05467
     0.04530   -1.06469
     0.03859   -1.07333
     0.03278   -1.07889
     0.02775   -1.08017
     0.02339   -1.07828
     0.01959   -1.07157
     0.01628   -1.05671
     0.01337   -1.03295
     0.01083   -1.00130
     0.00860   -0.95268
     0.00666   -0.88527
     0.00498   -0.79681
     0.00355   -0.68233
     0.00237   -0.53581
     0.00142   -0.35598
     0.00071   -0.14526
     0.00023    0.08307
    -0.00003    0.31138
    -0.00007    0.52695
     0.00010    0.71262
     0.00050    0.85811
     0.00114    0.95425
     0.00203    0.99677
     0.00318    0.99219
     0.00459    0.95251
     0.00625    0.89052
     0.00818    0.81685
     0.01038    0.73904
     0.01288    0.66159
     0.01570    0.58712
     0.01888    0.51698
     0.02247    0.45178
     0.02656    0.39157
     0.03122    0.33637
     0.03656    0.28580
     0.04271    0.23991
     0.04982    0.19839
     0.05802    0.16169
     0.06742    0.12913
     0.07805    0.10195
     0.08987    0.07902
     0.10272    0.06094
     0.11643    0.04686
     0.13080    0.03624
     0.14569    0.02868
     0.16097    0.02355
     0.17655    0.02010
     0.19237    0.01855
     0.20838    0.01780
     0.22455    0.01828
     0.24086    0.01937
     0.25729    0.02112
     0.27382    0.02309
     0.29044    0.02551
     0.30714    0.02787
     0.32392    0.03047
     0.34076    0.03268
     0.35765    0.03498
     0.37459    0.03644
     0.39154    0.03763
     0.40846    0.03552
     0.42533    0.03587
     0.44219    0.03731
     0.45907    0.03947
     0.47597    0.04196
     0.49290    0.04454
     0.50984    0.04740
     0.52682    0.05048
     0.54381    0.05354
     0.56083    0.05672
     0.57786    0.05997
     0.59491    0.06326
     0.61198    0.06646
     0.62906    0.06987
     0.64615    0.07318
     0.66325    0.07661
     0.68036    0.07994
     0.69748    0.08349
     0.71461    0.08699
     0.73174    0.09065
     0.74888    0.09443
     0.76602    0.09818
     0.78316    0.10237
     0.80029    0.10656
     0.81743    0.11134
     0.83456    0.11632
     0.85168    0.12192
     0.86878    0.12820
     0.88584    0.13525
     0.90282    0.14366
     0.91965    0.15375
     0.93616    0.16590
     0.95207    0.18145
     0.96692    0.20154
     0.98020    0.22989
     0.99159    0.26774
     0.99992    0.41657
