#      x          Cp  
     1.00000    0.14835
     0.99169    0.13833
     0.98040    0.12359
     0.96730    0.10568
     0.95276    0.08505
     0.93725    0.06247
     0.92118    0.03879
     0.90482    0.01457
     0.88831   -0.00976
     0.87173   -0.03400
     0.85510   -0.05792
     0.83845   -0.08158
     0.82178   -0.10486
     0.80511   -0.12789
     0.78843   -0.15052
     0.77174   -0.17302
     0.75505   -0.19527
     0.73836   -0.21739
     0.72167   -0.23948
     0.70498   -0.26161
     0.68829   -0.28369
     0.67160   -0.30597
     0.65492   -0.32828
     0.63825   -0.35104
     0.62158   -0.37387
     0.60492   -0.39722
     0.58827   -0.42083
     0.57163   -0.44493
     0.55501   -0.46954
     0.53840   -0.49465
     0.52180   -0.52057
     0.50523   -0.54697
     0.48867   -0.57419
     0.47213   -0.60222
     0.45562   -0.63106
     0.43914   -0.66104
     0.42268   -0.69185
     0.40625   -0.72391
     0.38986   -0.75709
     0.37351   -0.79184
     0.35720   -0.82774
     0.34093   -0.86553
     0.32471   -0.90485
     0.30855   -0.94629
     0.29246   -0.98979
     0.27642   -1.03570
     0.26047   -1.08429
     0.24460   -1.13595
     0.22884   -1.19108
     0.21318   -1.25022
     0.19767   -1.31383
     0.18231   -1.38273
     0.16714   -1.45775
     0.15222   -1.53982
     0.13759   -1.63069
     0.12335   -1.73074
     0.10962   -1.84212
     0.09654   -1.96527
     0.08428   -2.10150
     0.07303   -2.24983
     0.06290   -2.40915
     0.05394   -2.57530
     0.04612   -2.74358
     0.03934   -2.90996
     0.03347   -3.09712
     0.02838   -3.53576
     0.02395   -4.21836
     0.02009   -4.29731
     0.01669   -4.38326
     0.01371   -4.49897
     0.01109   -4.66053
     0.00879   -4.87184
     0.00678   -5.10798
     0.00504   -5.31925
     0.00357   -5.46586
     0.00236   -5.50934
     0.00140   -5.40497
     0.00070   -5.12974
     0.00024   -4.68735
     0.00003   -4.11716
     0.00003   -3.48334
     0.00024   -2.79412
     0.00070   -2.07193
     0.00140   -1.38490
     0.00236   -0.77574
     0.00357   -0.26929
     0.00504    0.12767
     0.00678    0.42711
     0.00879    0.64452
     0.01109    0.79708
     0.01371    0.89794
     0.01669    0.95992
     0.02009    0.99150
     0.02395    0.99995
     0.02838    0.99037
     0.03347    0.96684
     0.03934    0.93229
     0.04612    0.88942
     0.05394    0.84033
     0.06290    0.78736
     0.07303    0.73260
     0.08428    0.67815
     0.09654    0.62574
     0.10962    0.57651
     0.12335    0.53121
     0.13759    0.48990
     0.15222    0.45263
     0.16714    0.41895
     0.18231    0.38862
     0.19767    0.36130
     0.21318    0.33667
     0.22884    0.31446
     0.24460    0.29437
     0.26047    0.27618
     0.27642    0.25968
     0.29246    0.24472
     0.30855    0.23111
     0.32471    0.21879
     0.34093    0.20748
     0.35720    0.19729
     0.37351    0.18784
     0.38986    0.17937
     0.40625    0.17150
     0.42268    0.16437
     0.43914    0.15775
     0.45562    0.15181
     0.47213    0.14625
     0.48867    0.14120
     0.50523    0.13654
     0.52180    0.13221
     0.53840    0.12837
     0.55501    0.12469
     0.57163    0.12137
     0.58827    0.11830
     0.60492    0.11545
     0.62158    0.11297
     0.63825    0.11053
     0.65492    0.10853
     0.67160    0.10651
     0.68829    0.10485
     0.70498    0.10330
     0.72167    0.10208
     0.73836    0.10103
     0.75505    0.10018
     0.77174    0.09959
     0.78843    0.09935
     0.80511    0.09928
     0.82178    0.09972
     0.83845    0.10045
     0.85510    0.10172
     0.87173    0.10344
     0.88831    0.10595
     0.90482    0.10919
     0.92118    0.11341
     0.93725    0.11866
     0.95276    0.12504
     0.96730    0.13214
     0.98040    0.13913
     0.99169    0.14537
     1.00000    0.14835
