#      x          Cp  
     1.00008    0.41265
     0.99192    0.22079
     0.98083    0.16154
     0.96798    0.11019
     0.95370    0.06950
     0.93846    0.03445
     0.92267    0.00391
     0.90657   -0.02313
     0.89031   -0.04745
     0.87397   -0.06981
     0.85758   -0.08995
     0.84115   -0.10943
     0.82471   -0.12701
     0.80825   -0.14439
     0.79177   -0.16038
     0.77529   -0.17614
     0.75880   -0.19076
     0.74229   -0.20566
     0.72579   -0.21957
     0.70927   -0.23324
     0.69276   -0.24677
     0.67624   -0.25999
     0.65972   -0.27278
     0.64320   -0.28575
     0.62669   -0.29823
     0.61017   -0.31085
     0.59366   -0.32341
     0.57716   -0.33558
     0.56067   -0.34803
     0.54419   -0.36023
     0.52772   -0.37277
     0.51126   -0.38479
     0.49482   -0.39740
     0.47840   -0.40994
     0.46200   -0.42264
     0.44564   -0.43570
     0.42931   -0.44908
     0.41304   -0.46348
     0.39686   -0.48109
     0.38080   -0.49614
     0.36481   -0.50818
     0.34887   -0.51971
     0.33299   -0.52958
     0.31716   -0.53857
     0.30139   -0.54700
     0.28568   -0.55398
     0.27004   -0.56020
     0.25449   -0.56550
     0.23902   -0.56934
     0.22365   -0.57218
     0.20840   -0.57368
     0.19329   -0.57390
     0.17835   -0.57226
     0.16359   -0.56891
     0.14907   -0.56386
     0.13485   -0.55650
     0.12101   -0.54642
     0.10764   -0.53379
     0.09489   -0.51759
     0.08292   -0.49881
     0.07188   -0.47559
     0.06190   -0.44926
     0.05305   -0.41914
     0.04530   -0.38520
     0.03859   -0.34808
     0.03278   -0.30681
     0.02775   -0.26071
     0.02339   -0.21042
     0.01959   -0.15483
     0.01628   -0.09200
     0.01337   -0.02164
     0.01083    0.05574
     0.00860    0.14412
     0.00666    0.24316
     0.00498    0.35209
     0.00355    0.47011
     0.00237    0.59464
     0.00142    0.71911
     0.00071    0.83383
     0.00023    0.92571
    -0.00003    0.98325
    -0.00007    0.99965
     0.00010    0.97123
     0.00050    0.89696
     0.00114    0.78308
     0.00203    0.64381
     0.00318    0.49578
     0.00459    0.35282
     0.00625    0.22332
     0.00818    0.11141
     0.01038    0.01758
     0.01288   -0.06025
     0.01570   -0.12398
     0.01888   -0.17557
     0.02247   -0.21678
     0.02656   -0.24933
     0.03122   -0.27430
     0.03656   -0.29307
     0.04271   -0.30611
     0.04982   -0.31442
     0.05802   -0.31783
     0.06742   -0.31803
     0.07805   -0.31383
     0.08987   -0.30741
     0.10272   -0.29826
     0.11643   -0.28759
     0.13080   -0.27592
     0.14569   -0.26341
     0.16097   -0.25051
     0.17655   -0.23781
     0.19237   -0.22467
     0.20838   -0.21219
     0.22455   -0.19961
     0.24086   -0.18748
     0.25729   -0.17558
     0.27382   -0.16429
     0.29044   -0.15323
     0.30714   -0.14291
     0.32392   -0.13288
     0.34076   -0.12380
     0.35765   -0.11508
     0.37459   -0.10771
     0.39154   -0.10099
     0.40846   -0.09834
     0.42533   -0.09316
     0.44219   -0.08699
     0.45907   -0.08023
     0.47597   -0.07329
     0.49290   -0.06645
     0.50984   -0.05947
     0.52682   -0.05239
     0.54381   -0.04549
     0.56083   -0.03858
     0.57786   -0.03172
     0.59491   -0.02494
     0.61198   -0.01835
     0.62906   -0.01163
     0.64615   -0.00509
     0.66325    0.00148
     0.68036    0.00789
     0.69748    0.01447
     0.71461    0.02095
     0.73174    0.02754
     0.74888    0.03423
     0.76602    0.04084
     0.78316    0.04791
     0.80029    0.05495
     0.81743    0.06259
     0.83456    0.07045
     0.85168    0.07898
     0.86878    0.08824
     0.88584    0.09832
     0.90282    0.10989
     0.91965    0.12324
     0.93616    0.13881
     0.95207    0.15794
     0.96692    0.18178
     0.98020    0.21418
     0.99159    0.25589
     0.99992    0.41265
