#      x          Cp  
     1.00006    0.41227
     0.99183    0.22586
     0.98063    0.16952
     0.96766    0.12131
     0.95328    0.08368
     0.93795    0.05114
     0.92209    0.02343
     0.90593   -0.00113
     0.88963   -0.02334
     0.87324   -0.04334
     0.85682   -0.06215
     0.84037   -0.07927
     0.82389   -0.09579
     0.80741   -0.11113
     0.79092   -0.12613
     0.77441   -0.14020
     0.75790   -0.15394
     0.74138   -0.16756
     0.72486   -0.18036
     0.70834   -0.19331
     0.69181   -0.20582
     0.67529   -0.21826
     0.65876   -0.23030
     0.64224   -0.24275
     0.62572   -0.25467
     0.60921   -0.26683
     0.59270   -0.27856
     0.57620   -0.29086
     0.55971   -0.30256
     0.54323   -0.31480
     0.52676   -0.32665
     0.51031   -0.33896
     0.49386   -0.35091
     0.47745   -0.36339
     0.46105   -0.37568
     0.44467   -0.38791
     0.42832   -0.40069
     0.41199   -0.41321
     0.39570   -0.42594
     0.37944   -0.43897
     0.36321   -0.45193
     0.34703   -0.46527
     0.33090   -0.47891
     0.31481   -0.49234
     0.29879   -0.50673
     0.28283   -0.52124
     0.26695   -0.53652
     0.25118   -0.55294
     0.23554   -0.57036
     0.22009   -0.59070
     0.20490   -0.61587
     0.19021   -0.66426
     0.17600   -0.68603
     0.16211   -0.69485
     0.14848   -0.69536
     0.13512   -0.68872
     0.12207   -0.67447
     0.10940   -0.65424
     0.09720   -0.62661
     0.08558   -0.59275
     0.07469   -0.55330
     0.06465   -0.50670
     0.05557   -0.45629
     0.04749   -0.40094
     0.04041   -0.34174
     0.03424   -0.27935
     0.02890   -0.21368
     0.02427   -0.14498
     0.02026   -0.07200
     0.01677    0.00519
     0.01373    0.08634
     0.01109    0.17293
     0.00878    0.26592
     0.00678    0.36474
     0.00505    0.46904
     0.00358    0.57762
     0.00236    0.68762
     0.00137    0.79363
     0.00061    0.88741
     0.00009    0.95872
    -0.00022    0.99634
    -0.00030    0.99234
    -0.00017    0.94246
     0.00019    0.84316
     0.00080    0.69865
     0.00168    0.52604
     0.00283    0.34656
     0.00426    0.17978
     0.00595    0.03733
     0.00792   -0.07689
     0.01017   -0.16599
     0.01272   -0.23188
     0.01560   -0.27636
     0.01885   -0.30782
     0.02251   -0.32619
     0.02668   -0.33432
     0.03144   -0.33536
     0.03692   -0.32959
     0.04326   -0.31815
     0.05065   -0.30202
     0.05927   -0.28290
     0.06926   -0.26066
     0.08070   -0.23759
     0.09354   -0.21391
     0.10761   -0.19221
     0.12265   -0.17300
     0.13843   -0.15737
     0.15471   -0.14669
     0.17123   -0.14225
     0.18772   -0.14676
     0.20399   -0.17544
     0.21999   -0.18577
     0.23599   -0.18858
     0.25201   -0.18895
     0.26810   -0.18714
     0.28425   -0.18395
     0.30047   -0.18000
     0.31676   -0.17493
     0.33310   -0.16966
     0.34950   -0.16384
     0.36595   -0.15751
     0.38244   -0.15112
     0.39898   -0.14439
     0.41555   -0.13773
     0.43216   -0.13085
     0.44880   -0.12391
     0.46548   -0.11684
     0.48218   -0.10985
     0.49890   -0.10275
     0.51565   -0.09589
     0.53242   -0.08871
     0.54921   -0.08203
     0.56602   -0.07494
     0.58284   -0.06803
     0.59968   -0.06111
     0.61653   -0.05427
     0.63339   -0.04752
     0.65026   -0.04051
     0.66715   -0.03361
     0.68403   -0.02689
     0.70093   -0.01979
     0.71783   -0.01277
     0.73473   -0.00555
     0.75164    0.00168
     0.76854    0.00936
     0.78545    0.01710
     0.80235    0.02520
     0.81925    0.03384
     0.83615    0.04295
     0.85303    0.05279
     0.86990    0.06333
     0.88672    0.07505
     0.90348    0.08842
     0.92009    0.10350
     0.93640    0.12122
     0.95215    0.14274
     0.96691    0.16915
     0.98018    0.20444
     0.99158    0.24924
     0.99994    0.41227
