#      x          Cp  
     1.00003    0.18097
     0.99183    0.16240
     0.98065    0.13655
     0.96762    0.10878
     0.95309    0.08051
     0.93754    0.05299
     0.92142    0.02689
     0.90498    0.00256
     0.88839   -0.02010
     0.87172   -0.04159
     0.85501   -0.06161
     0.83827   -0.08087
     0.82151   -0.09929
     0.80475   -0.11709
     0.78798   -0.13432
     0.77121   -0.15119
     0.75443   -0.16780
     0.73765   -0.18411
     0.72086   -0.20028
     0.70408   -0.21634
     0.68729   -0.23254
     0.67052   -0.24862
     0.65374   -0.26471
     0.63697   -0.28111
     0.62021   -0.29742
     0.60346   -0.31417
     0.58671   -0.33096
     0.56998   -0.34813
     0.55326   -0.36551
     0.53655   -0.38339
     0.51986   -0.40147
     0.50319   -0.41985
     0.48654   -0.43900
     0.46991   -0.45823
     0.45330   -0.47824
     0.43673   -0.49860
     0.42018   -0.51939
     0.40366   -0.54108
     0.38718   -0.56313
     0.37073   -0.58572
     0.35433   -0.60894
     0.33797   -0.63284
     0.32167   -0.65697
     0.30543   -0.68096
     0.28925   -0.70499
     0.27315   -0.72705
     0.25713   -0.74853
     0.24122   -0.78394
     0.22545   -0.92818
     0.20985   -0.98453
     0.19451   -1.01700
     0.17954   -1.05340
     0.16501   -1.09636
     0.15095   -1.14679
     0.13735   -1.20068
     0.12425   -1.25306
     0.11167   -1.29955
     0.09967   -1.33915
     0.08830   -1.36911
     0.07763   -1.38988
     0.06775   -1.40035
     0.05873   -1.40090
     0.05059   -1.39187
     0.04335   -1.37523
     0.03697   -1.35065
     0.03138   -1.32031
     0.02650   -1.28421
     0.02225   -1.24211
     0.01854   -1.19485
     0.01530   -1.14264
     0.01247   -1.08346
     0.01000   -1.01590
     0.00785   -0.93915
     0.00598   -0.85192
     0.00436   -0.75054
     0.00299   -0.63261
     0.00184   -0.49652
     0.00092   -0.33987
     0.00021   -0.16120
    -0.00029    0.03477
    -0.00057    0.23951
    -0.00065    0.44442
    -0.00052    0.63775
    -0.00016    0.80248
     0.00045    0.92253
     0.00133    0.98725
     0.00248    0.99801
     0.00390    0.96536
     0.00559    0.90552
     0.00756    0.83256
     0.00979    0.75784
     0.01232    0.68626
     0.01516    0.62159
     0.01837    0.56447
     0.02199    0.51456
     0.02611    0.47169
     0.03084    0.43457
     0.03632    0.40231
     0.04274    0.37447
     0.05032    0.34933
     0.05933    0.32624
     0.06998    0.30369
     0.08235    0.28089
     0.09626    0.25620
     0.11131    0.22969
     0.12704    0.20108
     0.14308    0.17116
     0.15916    0.14102
     0.17517    0.11147
     0.19105    0.08403
     0.20684    0.06196
     0.22265    0.04517
     0.23851    0.03168
     0.25447    0.02076
     0.27050    0.01147
     0.28661    0.00401
     0.30279   -0.00226
     0.31904   -0.00737
     0.33536   -0.01141
     0.35173   -0.01467
     0.36815   -0.01715
     0.38461   -0.01895
     0.40112   -0.02023
     0.41767   -0.02099
     0.43425   -0.02121
     0.45087   -0.02113
     0.46751   -0.02065
     0.48418   -0.01978
     0.50088   -0.01863
     0.51760   -0.01732
     0.53434   -0.01560
     0.55110   -0.01377
     0.56788   -0.01169
     0.58467   -0.00948
     0.60147   -0.00693
     0.61829   -0.00431
     0.63511   -0.00142
     0.65195    0.00159
     0.66879    0.00493
     0.68564    0.00840
     0.70249    0.01213
     0.71935    0.01617
     0.73621    0.02045
     0.75307    0.02516
     0.76993    0.03019
     0.78678    0.03568
     0.80364    0.04171
     0.82048    0.04822
     0.83732    0.05524
     0.85414    0.06263
     0.87094    0.06999
     0.88771    0.07681
     0.90439    0.08256
     0.92091    0.08726
     0.93713    0.09114
     0.95277    0.09406
     0.96738    0.09621
     0.98048    0.09788
     0.99173    0.12363
     0.99997    0.18097
