#      x          Cp  
     1.00008    0.41858
     0.99192    0.21905
     0.98083    0.15509
     0.96798    0.09841
     0.95370    0.05253
     0.93846    0.01228
     0.92267   -0.02339
     0.90657   -0.05547
     0.89031   -0.08478
     0.87397   -0.11207
     0.85758   -0.13709
     0.84115   -0.16147
     0.82471   -0.18391
     0.80825   -0.20621
     0.79177   -0.22713
     0.77529   -0.24789
     0.75880   -0.26752
     0.74229   -0.28756
     0.72579   -0.30666
     0.70927   -0.32561
     0.69276   -0.34455
     0.67624   -0.36328
     0.65972   -0.38170
     0.64320   -0.40048
     0.62669   -0.41889
     0.61017   -0.43764
     0.59366   -0.45652
     0.57716   -0.47518
     0.56067   -0.49438
     0.54419   -0.51355
     0.52772   -0.53336
     0.51126   -0.55287
     0.49482   -0.57335
     0.47840   -0.59409
     0.46200   -0.61537
     0.44564   -0.63746
     0.42931   -0.66035
     0.41304   -0.68489
     0.39686   -0.71366
     0.38080   -0.74005
     0.36481   -0.76355
     0.34887   -0.78711
     0.33299   -0.80946
     0.31716   -0.83155
     0.30139   -0.85386
     0.28568   -0.87538
     0.27004   -0.89707
     0.25449   -0.91884
     0.23902   -0.94017
     0.22365   -0.96180
     0.20840   -0.98349
     0.19329   -1.00557
     0.17835   -1.02760
     0.16359   -1.05008
     0.14907   -1.07346
     0.13485   -1.09742
     0.12101   -1.12193
     0.10764   -1.14781
     0.09489   -1.17415
     0.08292   -1.20273
     0.07188   -1.23096
     0.06190   -1.26057
     0.05305   -1.29003
     0.04530   -1.31866
     0.03859   -1.34706
     0.03278   -1.37332
     0.02775   -1.39610
     0.02339   -1.41679
     0.01959   -1.43367
     0.01628   -1.44301
     0.01337   -1.44408
     0.01083   -1.43834
     0.00860   -1.41494
     0.00666   -1.37153
     0.00498   -1.30498
     0.00355   -1.20831
     0.00237   -1.07208
     0.00142   -0.89155
     0.00071   -0.66527
     0.00023   -0.40518
    -0.00003   -0.12972
    -0.00007    0.14814
     0.00010    0.40544
     0.00050    0.62899
     0.00114    0.80603
     0.00203    0.92452
     0.00318    0.98583
     0.00459    0.99951
     0.00625    0.97835
     0.00818    0.93443
     0.01038    0.87725
     0.01288    0.81338
     0.01570    0.74709
     0.01888    0.68103
     0.02247    0.61680
     0.02656    0.55521
     0.03122    0.49681
     0.03656    0.44169
     0.04271    0.39016
     0.04982    0.34224
     0.05802    0.29852
     0.06742    0.25870
     0.07805    0.22408
     0.08987    0.19393
     0.10272    0.16890
     0.11643    0.14833
     0.13080    0.13173
     0.14569    0.11869
     0.16097    0.10855
     0.17655    0.10055
     0.19237    0.09482
     0.20838    0.09027
     0.22455    0.08724
     0.24086    0.08511
     0.25729    0.08386
     0.27382    0.08308
     0.29044    0.08292
     0.30714    0.08290
     0.32392    0.08326
     0.34076    0.08340
     0.35765    0.08375
     0.37459    0.08342
     0.39154    0.08293
     0.40846    0.07938
     0.42533    0.07825
     0.44219    0.07823
     0.45907    0.07897
     0.47597    0.08008
     0.49290    0.08134
     0.50984    0.08291
     0.52682    0.08475
     0.54381    0.08660
     0.56083    0.08861
     0.57786    0.09073
     0.59491    0.09291
     0.61198    0.09504
     0.62906    0.09740
     0.64615    0.09969
     0.66325    0.10211
     0.68036    0.10446
     0.69748    0.10705
     0.71461    0.10960
     0.73174    0.11231
     0.74888    0.11517
     0.76602    0.11799
     0.78316    0.12126
     0.80029    0.12453
     0.81743    0.12838
     0.83456    0.13242
     0.85168    0.13707
     0.86878    0.14239
     0.88584    0.14843
     0.90282    0.15582
     0.91965    0.16482
     0.93616    0.17585
     0.95207    0.19020
     0.96692    0.20905
     0.98020    0.23602
     0.99159    0.27256
     0.99992    0.41858
