#      x          Cp  
     1.00008    0.41491
     0.99192    0.21897
     0.98083    0.15729
     0.96798    0.10322
     0.95370    0.05989
     0.93846    0.02220
     0.92267   -0.01093
     0.90657   -0.04050
     0.89031   -0.06733
     0.87397   -0.09217
     0.85758   -0.11475
     0.84115   -0.13669
     0.82471   -0.15669
     0.80825   -0.17653
     0.79177   -0.19498
     0.77529   -0.21323
     0.75880   -0.23034
     0.74229   -0.24779
     0.72579   -0.26428
     0.70927   -0.28056
     0.69276   -0.29678
     0.67624   -0.31273
     0.65972   -0.32830
     0.64320   -0.34414
     0.62669   -0.35955
     0.61017   -0.37519
     0.59366   -0.39086
     0.57716   -0.40622
     0.56067   -0.42199
     0.54419   -0.43762
     0.52772   -0.45373
     0.51126   -0.46942
     0.49482   -0.48588
     0.47840   -0.50243
     0.46200   -0.51932
     0.44564   -0.53679
     0.42931   -0.55481
     0.41304   -0.57416
     0.39686   -0.59720
     0.38080   -0.61776
     0.36481   -0.63536
     0.34887   -0.65271
     0.33299   -0.66862
     0.31716   -0.68392
     0.30139   -0.69903
     0.28568   -0.71299
     0.27004   -0.72662
     0.25449   -0.73980
     0.23902   -0.75198
     0.22365   -0.76376
     0.20840   -0.77482
     0.19329   -0.78538
     0.17835   -0.79489
     0.16359   -0.80366
     0.14907   -0.81190
     0.13485   -0.81911
     0.12101   -0.82504
     0.10764   -0.83014
     0.09489   -0.83339
     0.08292   -0.83612
     0.07188   -0.83606
     0.06190   -0.83470
     0.05305   -0.83090
     0.04530   -0.82426
     0.03859   -0.81538
     0.03278   -0.80278
     0.02775   -0.78540
     0.02339   -0.76413
     0.01959   -0.73746
     0.01628   -0.70249
     0.01337   -0.65854
     0.01083   -0.60629
     0.00860   -0.53841
     0.00666   -0.45373
     0.00498   -0.35089
     0.00355   -0.22691
     0.00237   -0.07892
     0.00142    0.09133
     0.00071    0.27825
     0.00023    0.46793
    -0.00003    0.64416
    -0.00007    0.79534
     0.00010    0.90945
     0.00050    0.97922
     0.00114    0.99984
     0.00203    0.97403
     0.00318    0.91255
     0.00459    0.82895
     0.00625    0.73526
     0.00818    0.64033
     0.01038    0.54953
     0.01288    0.46522
     0.01570    0.38844
     0.01888    0.31936
     0.02247    0.25768
     0.02656    0.20278
     0.03122    0.15422
     0.03656    0.11124
     0.04271    0.07365
     0.04982    0.04087
     0.05802    0.01323
     0.06742   -0.01029
     0.07805   -0.02852
     0.08987   -0.04293
     0.10272   -0.05300
     0.11643   -0.05970
     0.13080   -0.06362
     0.14569   -0.06508
     0.16097   -0.06470
     0.17655   -0.06318
     0.19237   -0.06019
     0.20838   -0.05683
     0.22455   -0.05257
     0.24086   -0.04803
     0.25729   -0.04309
     0.27382   -0.03818
     0.29044   -0.03304
     0.30714   -0.02815
     0.32392   -0.02320
     0.34076   -0.01880
     0.35765   -0.01446
     0.37459   -0.01111
     0.39154   -0.00816
     0.40846   -0.00875
     0.42533   -0.00686
     0.44219   -0.00390
     0.45907   -0.00026
     0.47597    0.00366
     0.49290    0.00761
     0.50984    0.01180
     0.52682    0.01618
     0.54381    0.02048
     0.56083    0.02487
     0.57786    0.02929
     0.59491    0.03371
     0.61198    0.03801
     0.62906    0.04249
     0.64615    0.04686
     0.66325    0.05131
     0.68036    0.05564
     0.69748    0.06019
     0.71461    0.06466
     0.73174    0.06928
     0.74888    0.07401
     0.76602    0.07870
     0.78316    0.08384
     0.80029    0.08896
     0.81743    0.09468
     0.83456    0.10061
     0.85168    0.10717
     0.86878    0.11444
     0.88584    0.12249
     0.90282    0.13195
     0.91965    0.14312
     0.93616    0.15641
     0.95207    0.17314
     0.96692    0.19449
     0.98020    0.22420
     0.99159    0.26335
     0.99992    0.41491
