#      x          Cp  
     1.00003    0.21357
     0.99183    0.19168
     0.98065    0.16161
     0.96762    0.13132
     0.95309    0.10231
     0.93754    0.07552
     0.92142    0.05116
     0.90498    0.02924
     0.88839    0.00935
     0.87172   -0.00919
     0.85501   -0.02605
     0.83827   -0.04211
     0.82151   -0.05724
     0.80475   -0.07171
     0.78798   -0.08553
     0.77121   -0.09896
     0.75443   -0.11206
     0.73765   -0.12477
     0.72086   -0.13727
     0.70408   -0.14956
     0.68729   -0.16191
     0.67052   -0.17400
     0.65374   -0.18595
     0.63697   -0.19809
     0.62021   -0.20991
     0.60346   -0.22200
     0.58671   -0.23385
     0.56998   -0.24580
     0.55326   -0.25759
     0.53655   -0.26944
     0.51986   -0.28092
     0.50319   -0.29197
     0.48654   -0.30291
     0.46991   -0.31291
     0.45330   -0.32350
     0.43673   -0.33852
     0.42018   -0.37050
     0.40366   -0.41797
     0.38718   -0.42517
     0.37073   -0.43593
     0.35433   -0.44883
     0.33797   -0.46315
     0.32167   -0.47856
     0.30543   -0.49496
     0.28925   -0.51253
     0.27315   -0.53110
     0.25713   -0.55112
     0.24122   -0.57277
     0.22545   -0.59649
     0.20985   -0.62276
     0.19451   -0.65305
     0.17954   -0.68682
     0.16501   -0.72071
     0.15095   -0.75236
     0.13735   -0.77947
     0.12425   -0.80041
     0.11167   -0.81262
     0.09967   -0.81607
     0.08830   -0.80839
     0.07763   -0.79026
     0.06775   -0.76095
     0.05873   -0.72117
     0.05059   -0.67174
     0.04335   -0.61475
     0.03697   -0.55047
     0.03138   -0.48104
     0.02650   -0.40681
     0.02225   -0.32788
     0.01854   -0.24509
     0.01530   -0.15876
     0.01247   -0.06785
     0.01000    0.02812
     0.00785    0.12899
     0.00598    0.23465
     0.00436    0.34563
     0.00299    0.46100
     0.00184    0.57839
     0.00092    0.69452
     0.00021    0.80378
    -0.00029    0.89742
    -0.00057    0.96503
    -0.00065    0.99808
    -0.00052    0.98833
    -0.00016    0.92990
     0.00045    0.82316
     0.00133    0.67905
     0.00248    0.51740
     0.00390    0.36136
     0.00559    0.22455
     0.00756    0.11367
     0.00979    0.03046
     0.01232   -0.03031
     0.01516   -0.07152
     0.01837   -0.09730
     0.02199   -0.11178
     0.02611   -0.11688
     0.03084   -0.11560
     0.03632   -0.10960
     0.04274   -0.09979
     0.05032   -0.08865
     0.05933   -0.07724
     0.06998   -0.06787
     0.08235   -0.06207
     0.09626   -0.06233
     0.11131   -0.06869
     0.12704   -0.08117
     0.14308   -0.09815
     0.15916   -0.11769
     0.17517   -0.13820
     0.19105   -0.15741
     0.20684   -0.17123
     0.22265   -0.17969
     0.23851   -0.18498
     0.25447   -0.18789
     0.27050   -0.18946
     0.28661   -0.18947
     0.30279   -0.18862
     0.31904   -0.18691
     0.33536   -0.18442
     0.35173   -0.18144
     0.36815   -0.17794
     0.38461   -0.17402
     0.40112   -0.16982
     0.41767   -0.16532
     0.43425   -0.16049
     0.45087   -0.15556
     0.46751   -0.15041
     0.48418   -0.14504
     0.50088   -0.13957
     0.51760   -0.13408
     0.53434   -0.12834
     0.55110   -0.12261
     0.56788   -0.11679
     0.58467   -0.11094
     0.60147   -0.10491
     0.61829   -0.09890
     0.63511   -0.09278
     0.65195   -0.08663
     0.66879   -0.08033
     0.68564   -0.07404
     0.70249   -0.06766
     0.71935   -0.06121
     0.73621   -0.05476
     0.75307   -0.04825
     0.76993   -0.04180
     0.78678   -0.03543
     0.80364   -0.02918
     0.82048   -0.02316
     0.83732   -0.01741
     0.85414   -0.01198
     0.87094   -0.00695
     0.88771   -0.00248
     0.90439    0.01381
     0.92091    0.05908
     0.93713    0.09217
     0.95277    0.11526
     0.96738    0.13715
     0.98048    0.16175
     0.99173    0.19155
     0.99997    0.21357
