#      x          Cp  
     1.00004    0.41636
     0.99181    0.22459
     0.98063    0.16484
     0.96767    0.11318
     0.95327    0.07158
     0.93789    0.03562
     0.92194    0.00398
     0.90569   -0.02436
     0.88928   -0.04977
     0.87279   -0.07374
     0.85625   -0.09583
     0.83968   -0.11650
     0.82311   -0.13664
     0.80651   -0.15544
     0.78991   -0.17394
     0.77329   -0.19190
     0.75668   -0.20926
     0.74005   -0.22639
     0.72343   -0.24335
     0.70680   -0.25986
     0.69017   -0.27653
     0.67355   -0.29311
     0.65692   -0.30937
     0.64030   -0.32606
     0.62369   -0.34259
     0.60707   -0.35902
     0.59047   -0.37605
     0.57388   -0.39275
     0.55730   -0.41019
     0.54073   -0.42735
     0.52417   -0.44508
     0.50764   -0.46328
     0.49112   -0.48141
     0.47462   -0.50021
     0.45814   -0.51941
     0.44170   -0.53927
     0.42529   -0.55978
     0.40893   -0.58150
     0.39264   -0.60536
     0.37642   -0.62730
     0.36026   -0.64918
     0.34415   -0.67090
     0.32809   -0.69254
     0.31208   -0.71442
     0.29613   -0.73666
     0.28025   -0.75919
     0.26444   -0.78201
     0.24872   -0.80520
     0.23310   -0.82888
     0.21758   -0.85337
     0.20220   -0.87860
     0.18696   -0.90421
     0.17190   -0.93126
     0.15706   -0.95904
     0.14250   -0.98879
     0.12828   -1.01881
     0.11450   -1.05210
     0.10130   -1.08561
     0.08883   -1.12230
     0.07727   -1.16026
     0.06675   -1.19834
     0.05736   -1.23833
     0.04911   -1.27795
     0.04194   -1.31608
     0.03573   -1.35394
     0.03035   -1.38890
     0.02568   -1.42021
     0.02162   -1.44855
     0.01806   -1.47100
     0.01494   -1.48551
     0.01220   -1.49137
     0.00979   -1.48236
     0.00768   -1.45295
     0.00585   -1.39840
     0.00427   -1.31459
     0.00295   -1.18755
     0.00188   -1.01051
     0.00105   -0.78627
     0.00046   -0.51985
     0.00011   -0.23004
    -0.00002    0.06172
     0.00007    0.33021
     0.00037    0.56725
     0.00092    0.76105
     0.00171    0.89621
     0.00276    0.97295
     0.00407    0.99959
     0.00564    0.98835
     0.00746    0.95137
     0.00956    0.89858
     0.01194    0.83676
     0.01465    0.77079
     0.01771    0.70390
     0.02118    0.63767
     0.02512    0.57309
     0.02962    0.51128
     0.03479    0.45163
     0.04073    0.39539
     0.04759    0.34234
     0.05551    0.29257
     0.06458    0.24696
     0.07485    0.20569
     0.08628    0.16949
     0.09874    0.13794
     0.11206    0.11138
     0.12607    0.08916
     0.14060    0.07075
     0.15552    0.05563
     0.17076    0.04370
     0.18624    0.03369
     0.20192    0.02594
     0.21776    0.01978
     0.23374    0.01493
     0.24984    0.01139
     0.26604    0.00872
     0.28232    0.00681
     0.29869    0.00582
     0.31514    0.00510
     0.33164    0.00492
     0.34821    0.00491
     0.36482    0.00512
     0.38147    0.00564
     0.39814    0.00514
     0.41481    0.00442
     0.43148    0.00523
     0.44817    0.00651
     0.46488    0.00811
     0.48161    0.01016
     0.49837    0.01246
     0.51516    0.01497
     0.53196    0.01733
     0.54878    0.02038
     0.56562    0.02308
     0.58248    0.02613
     0.59935    0.02926
     0.61624    0.03234
     0.63313    0.03578
     0.65004    0.03906
     0.66695    0.04253
     0.68387    0.04634
     0.70080    0.04989
     0.71773    0.05381
     0.73467    0.05790
     0.75160    0.06227
     0.76854    0.06654
     0.78548    0.07154
     0.80242    0.07669
     0.81934    0.08211
     0.83627    0.08844
     0.85318    0.09508
     0.87007    0.10274
     0.88692    0.11145
     0.90369    0.12142
     0.92031    0.13342
     0.93663    0.14779
     0.95236    0.16573
     0.96707    0.18851
     0.98028    0.21991
     0.99163    0.26092
     0.99996    0.41636
