#      x          Cp  
     1.00008    0.41182
     0.99192    0.22451
     0.98083    0.16781
     0.96798    0.11929
     0.95370    0.08132
     0.93846    0.04895
     0.92267    0.02104
     0.90657   -0.00343
     0.89031   -0.02523
     0.87397   -0.04511
     0.85758   -0.06280
     0.84115   -0.07984
     0.82471   -0.09500
     0.80825   -0.10994
     0.79177   -0.12351
     0.77529   -0.13681
     0.75880   -0.14898
     0.74229   -0.16136
     0.72579   -0.17275
     0.70927   -0.18385
     0.69276   -0.19478
     0.67624   -0.20533
     0.65972   -0.21541
     0.64320   -0.22560
     0.62669   -0.23524
     0.61017   -0.24494
     0.59366   -0.25449
     0.57716   -0.26358
     0.56067   -0.27285
     0.54419   -0.28177
     0.52772   -0.29089
     0.51126   -0.29941
     0.49482   -0.30834
     0.47840   -0.31706
     0.46200   -0.32578
     0.44564   -0.33466
     0.42931   -0.34366
     0.41304   -0.35341
     0.39686   -0.36589
     0.38080   -0.37578
     0.36481   -0.38263
     0.34887   -0.38873
     0.33299   -0.39304
     0.31716   -0.39621
     0.30139   -0.39851
     0.28568   -0.39911
     0.27004   -0.39860
     0.25449   -0.39679
     0.23902   -0.39315
     0.22365   -0.38802
     0.20840   -0.38103
     0.19329   -0.37216
     0.17835   -0.36081
     0.16359   -0.34697
     0.14907   -0.33056
     0.13485   -0.31087
     0.12101   -0.28742
     0.10764   -0.26021
     0.09489   -0.22829
     0.08292   -0.19244
     0.07188   -0.15129
     0.06190   -0.10613
     0.05305   -0.05678
     0.04530   -0.00361
     0.03859    0.05257
     0.03278    0.11217
     0.02775    0.17541
     0.02339    0.24165
     0.01959    0.31140
     0.01628    0.38549
     0.01337    0.46352
     0.01083    0.54454
     0.00860    0.62934
     0.00666    0.71573
     0.00498    0.80056
     0.00355    0.87937
     0.00237    0.94530
     0.00142    0.98875
     0.00071    0.99879
     0.00023    0.96591
    -0.00003    0.88588
    -0.00007    0.76008
     0.00010    0.59050
     0.00050    0.38260
     0.00114    0.15680
     0.00203   -0.06456
     0.00318   -0.26245
     0.00459   -0.42655
     0.00625   -0.55499
     0.00818   -0.64977
     0.01038   -0.71600
     0.01288   -0.76048
     0.01570   -0.78771
     0.01888   -0.80136
     0.02247   -0.80427
     0.02656   -0.79890
     0.03122   -0.78664
     0.03656   -0.76927
     0.04271   -0.74726
     0.04982   -0.72192
     0.05802   -0.69306
     0.06742   -0.66302
     0.07805   -0.63044
     0.08987   -0.59822
     0.10272   -0.56571
     0.11643   -0.53423
     0.13080   -0.50415
     0.14569   -0.47533
     0.16097   -0.44798
     0.17655   -0.42247
     0.19237   -0.39782
     0.20838   -0.37506
     0.22455   -0.35315
     0.24086   -0.33257
     0.25729   -0.31296
     0.27382   -0.29463
     0.29044   -0.27708
     0.30714   -0.26080
     0.32392   -0.24524
     0.34076   -0.23108
     0.35765   -0.21761
     0.37459   -0.20588
     0.39154   -0.19511
     0.40846   -0.18896
     0.42533   -0.18025
     0.44219   -0.17063
     0.45907   -0.16054
     0.47597   -0.15040
     0.49290   -0.14049
     0.50984   -0.13055
     0.52682   -0.12062
     0.54381   -0.11098
     0.56083   -0.10143
     0.57786   -0.09201
     0.59491   -0.08275
     0.61198   -0.07377
     0.62906   -0.06472
     0.64615   -0.05591
     0.66325   -0.04713
     0.68036   -0.03857
     0.69748   -0.02987
     0.71461   -0.02133
     0.73174   -0.01270
     0.74888   -0.00399
     0.76602    0.00460
     0.78316    0.01365
     0.80029    0.02265
     0.81743    0.03227
     0.83456    0.04210
     0.85168    0.05262
     0.86878    0.06390
     0.88584    0.07605
     0.90282    0.08974
     0.91965    0.10530
     0.93616    0.12315
     0.95207    0.14467
     0.96692    0.17098
     0.98020    0.20603
     0.99159    0.25021
     0.99992    0.41182
